0	0	0.0866667	0	0	13
0	0	0.173333	0	0	13
0	0	-0.366792	0	0	13
0	0	-0.280236	0	0	12.9834
0	0	-0.193687	0	0	12.9824
0	0	-0.107144	0	0	12.9815
0	0	-0.0206051	0	0	12.9808
0	0	0.0660615	0	0	13
0	0	0.152728	0	0	13
0	0	0.239246	0	0	12.9777
0	0	0.325913	0	0	13
0	0	0.412413	0	0	12.975
0	0	0.498903	0	0	12.9735
0	0	0.585569	0	0	13
0	0	0.672236	0	0	13
0	0	0.758689	0	0	12.9679
0	0	0.845128	0	0	12.9658
0	0	0.931551	0	0	12.9635
0	0	1.01796	0	0	12.9614
0	0	1.10435	0	0	12.9591
0	0	1.19073	0	0	12.9567
0	0	1.27709	0	0	12.954
0	0	1.36343	0	0	12.9509
0	0	1.4501	0	0	13
0	0	1.53676	0	0	13
0	0	1.62343	0	0	13
0	0	1.70968	0	0	12.938
0	0	1.79635	0	0	13
0	0	1.88302	0	0	13
0	0	1.9692	0	0	12.927
0	0	2.05535	0	0	12.9233
0	0	2.14148	0	0	12.9196
0	0	2.22815	0	0	13
0	0	2.31423	0	0	12.9116
0	0	2.40089	0	0	13
0	0	2.48692	0	0	12.9034
0	0	2.57291	0	0	12.8991
0	0	2.65888	0	0	12.8947
0	0	2.74481	0	0	12.8903
0	0	2.83072	0	0	12.8857
0	0	2.91738	0	0	13
0	0	3.00322	0	0	12.8756
0	0	3.08989	0	0	13
0	0	3.17566	0	0	12.8656
0	0	3.26232	0	0	13
0	0	3.34802	0	0	12.8551
0	0	3.43469	0	0	13
0	0	3.52032	0	0	12.8441
0	0	3.60591	0	0	12.8385
0	0	3.69146	0	0	12.8328
0	0	3.77697	0	0	12.827
0	0	3.86245	0	0	12.8211
0	0	3.94788	0	0	12.8151
0	0	4.03455	0	0	13
0	0	4.1199	0	0	12.803
0	0	4.20657	0	0	13
0	0	4.29183	0	0	12.7895
0	0	4.3785	0	0	13
0	0	4.46367	0	0	12.7761
0	0	4.5488	0	0	12.7694
0	0	4.63547	0	0	13
0	0	4.7205	0	0	12.7554
0	0	4.80717	0	0	13
0	0	4.89211	0	0	12.7411
0	0	4.977	0	0	12.7335
0	0	5.06184	0	0	12.7261
0	0	5.14663	0	0	12.7187
0	0	5.2333	0	0	13
0	0	5.31799	0	0	12.7029
0	0	5.40262	0	0	12.6952
0	0	5.48929	0	0	13
0	0	5.57596	0	0	13
0	0	5.66043	0	0	12.6706
0	0	5.74484	0	0	12.6625
0	0	5.8292	0	0	12.6543
0	0	5.91351	0	0	12.646
0	0	5.99776	0	0	12.6376
0	0	6.08443	0	0	13
0	0	6.16857	0	0	12.6207
0	0	6.25523	0	0	13
0	0	6.33925	0	0	12.6021
0	0	6.4232	0	0	12.5928
0	0	6.50709	0	0	12.5839
0	0	6.59092	0	0	12.5749
0	0	6.67759	0	0	13
0	0	6.7613	0	0	12.5563
0	0	6.84495	0	0	12.5471
0	0	6.93161	0	0	13
0	0	7.01513	0	0	12.5274
0	0	7.09858	0	0	12.5179
0	0	7.18197	0	0	12.5084
0	0	7.2653	0	0	12.4988
0	0	7.34856	0	0	12.4891
0	0	7.43175	0	0	12.4793
0	0	7.51488	0	0	12.4689
0	0	7.60155	0	0	13
0	0	7.68453	0	0	12.4484
0	0	7.76746	0	0	12.4383
0	0	7.85031	0	0	12.4281
0	0	7.9331	0	0	12.4185
0	0	8.01582	0	0	12.4082
0	0	8.09847	0	0	12.3979
0	0	8.18514	0	0	13
0	0	8.26764	0	0	12.3751
0	0	8.35007	0	0	12.3645
0	0	8.43243	0	0	12.3539
0	0	8.51472	0	0	12.3438
0	0	8.59694	0	0	12.333
0	0	8.67909	0	0	12.3222
0	0	8.76116	0	0	12.3107
0	0	8.84783	0	0	13
0	0	8.9345	0	0	13
0	0	9.01634	0	0	12.276
0	0	9.103	0	0	13
0	0	9.18469	0	0	12.2528
0	0	9.2663	0	0	12.2416
0	0	9.34784	0	0	12.2309
0	0	9.42929	0	0	12.2182
0	0	9.51067	0	0	12.2068
0	0	9.59197	0	0	12.1954
0	0	9.6732	0	0	12.1838
0	0	9.75435	0	0	12.1723
0	0	9.83542	0	0	12.1607
0	0	9.91641	0	0	12.149
0	0	9.99732	0	0	12.1366
0	0	10.0782	0	0	12.1241
0	0	10.1589	0	0	12.1123
0	0	10.2396	0	0	12.1004
0	0	10.3262	0	0	13
0	0	10.4067	0	0	12.0761
0	0	10.4934	0	0	13
0	0	10.5801	0	0	13
0	0	10.6603	0	0	12.0358
0	0	10.747	0	0	13
0	0	10.827	0	0	12.0101
0	0	10.907	0	0	11.9979
0	0	10.9869	0	0	11.9856
0	0	11.0668	0	0	11.9741
0	0	11.1534	0	0	13
0	0	11.2331	0	0	11.9479
0	0	11.3198	0	0	13
0	0	11.3992	0	0	11.9199
0	0	11.4786	0	0	11.9074
0	0	11.5579	0	0	11.8948
0	0	11.6371	0	0	11.8832
0	0	11.7163	0	0	11.8706
0	0	11.7953	0	0	11.858
0	0	11.8743	0	0	11.8445
0	0	11.9532	0	0	11.8318
0	0	12.0319	0	0	11.8191
0	0	12.1107	0	0	11.8064
0	0	12.1893	0	0	11.7936
0	0	12.2678	0	0	11.7808
0	0	12.3463	0	0	11.768
0	0	12.4246	0	0	11.7543
0	0	12.5029	0	0	11.7405
0	0	12.5811	0	0	11.7276
0	0	12.6592	0	0	11.7138
0	0	12.7372	0	0	11.6999
0	0	12.8151	0	0	11.687
0	0	12.8929	0	0	11.673
0	0	12.9706	0	0	11.6591
0	0	13.0483	0	0	11.6441
0	0	13.1258	0	0	11.6301
0	0	13.2032	0	0	11.617
0	0	13.2806	0	0	11.604
0	0	13.3579	0	0	11.5899
0	0	13.435	0	0	11.5757
0	0	13.5121	0	0	11.5626
0	0	13.5891	0	0	11.5484
0	0	13.666	0	0	11.5332
0	0	13.7428	0	0	11.5201
0	0	13.8195	0	0	11.5079
0	0	13.8962	0	0	11.4947
0	0	13.9727	0	0	11.4804
0	0	14.0491	0	0	11.4661
0	0	14.1255	0	0	11.4529
0	0	14.2017	0	0	11.4375
0	0	14.2779	0	0	11.4232
0	0	14.354	0	0	11.4099
0	0	14.4299	0	0	11.3955
0	0	14.5058	0	0	11.3823
0	0	14.5816	0	0	11.369
0	0	14.6573	0	0	11.3557
0	0	14.7329	0	0	11.3424
0	0	14.8084	0	0	11.3268
0	0	14.8839	0	0	11.3135
0	0	14.9592	0	0	11.2991
0	0	15.0344	0	0	11.2846
0	0	15.1096	0	0	11.2713
0	0	15.1846	0	0	11.2568
0	0	15.2596	0	0	11.2435
0	0	15.3344	0	0	11.2278
0	0	15.4092	0	0	11.2133
0	0	15.4838	0	0	11.2
0	0	15.5584	0	0	11.1866
0	0	15.6329	0	0	11.1733
0	0	15.7073	0	0	11.1588
0	0	15.7816	0	0	11.1443
0	0	15.8558	0	0	11.1297
0	0	15.9299	0	0	11.114
0	0	16.0039	0	0	11.1007
0	0	16.0778	0	0	11.0861
0	0	16.1516	0	0	11.0716
0	0	16.2253	0	0	11.0583
0	0	16.2989	0	0	11.0437
0	0	16.3725	0	0	11.0304
0	0	16.4459	0	0	11.0159
0	0	16.5192	0	0	10.9988
0	0	16.5925	0	0	10.9856
0	0	16.6656	0	0	10.9723
0	0	16.7387	0	0	10.9577
0	0	16.8116	0	0	10.9432
0	0	16.8845	0	0	10.9299
0	0	16.9573	0	0	10.9167
0	0	17.03	0	0	10.9022
0	0	17.1026	0	0	10.8877
0	0	17.175	0	0	10.8745
0	0	17.2474	0	0	10.86
0	0	17.3198	0	0	10.8468
0	0	17.392	0	0	10.8323
0	0	17.4641	0	0	10.8191
0	0	17.5362	0	0	10.8086
0	0	17.6081	0	0	10.7902
0	0	17.68	0	0	10.7798
