0.602	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.602	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.606	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.61	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.614	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.621	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.627	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.631	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.635	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.637	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.639	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.644	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.649	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.654	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.657	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.661	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.664	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.67	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.676	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.682	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.687	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.692	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.698	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.704	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.711	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.717	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.723	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.729	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.733	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.739	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.745	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.751	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.758	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.764	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.77	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.774	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.78	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.786	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.792	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.798	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.804	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.81	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.815	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.821	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.827	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.833	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.839	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.845	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.851	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.857	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.862	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.867	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.874	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.88	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.886	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.892	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.897	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.901	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.908	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.914	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.92	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.926	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.932	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.939	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.943	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.949	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.955	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.961	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.967	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.973	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.979	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.983	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.989	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
0.995	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.001	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.007	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.013	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.018	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.024	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.029	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.034	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.04	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.046	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.052	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.058	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.064	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.068	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.074	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.08	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.086	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.092	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.098	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.104	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.108	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.114	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.121	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.127	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
1.133	0.0191266	0.00511994	-0.00044	-1.52588e-05	0.000102467	-0.000501304	0	0
