	0	0	1.29147	3.22867	0	0	1.29147	3.22867	-0.0520074
	0	0	1.29147	3.22867	0	0	1.29147	3.22867	-24.9667
	0	0	1.29147	3.22867	0	0	1.29147	3.22867	-24.3063
	0.00193279	6.95129e-13	1.29142	3.22867	0	0	1	3.22867	-23.2574
	0.0105097	5.59223e-11	1.2912	3.22867	0	0	1	3.22867	-23.0091
	0.0250656	5.1207e-10	1.29083	3.22866	0	0	1	3.22867	-22.7647
	0.0453091	2.30567e-09	1.29032	3.22866	0	0	1	3.22868	-22.5243
	0.070975	7.21863e-09	1.28967	3.22865	0	0	1	3.22868	-22.4248
	0.0963216	1.5709e-08	1.28903	3.22864	0	0	1	3.22869	-22.1266
	0.131284	3.46065e-08	1.28816	3.22862	0	0	1	3.22871	-21.8884
	0.164043	6.11488e-08	1.28734	3.2286	0	0	1	3.22873	-21.5956
	0.207507	1.11621e-07	1.28627	3.22857	0	0	1	3.22875	-21.2314
	0.255291	1.89978e-07	1.2851	3.22853	0	0	1	3.22878	-21.0102
	0.307181	3.05752e-07	1.28383	3.22848	0	0	1	3.22882	1e+08
	0.366497	4.75022e-07	1.2824	3.22842	0	0	1	3.22886	1e+08
	0.429273	7.0952e-07	1.2809	3.22835	0	0	1	3.22892	1e+08
	0.488558	1.00865e-06	1.27949	3.22827	0	0	1	3.22898	1e+08
	0.544719	1.37722e-06	1.27816	3.22818	0	0	1	3.22905	1e+08
	0.598089	1.81901e-06	1.27689	3.22808	0	0	1	3.22912	1e+08
	0.657232	2.43095e-06	1.27549	3.22796	0	0	1	3.22922	1e+08
	0.70556	3.04084e-06	1.27433	3.22784	0	0	1	3.22931	1e+08
	0.744359	3.61073e-06	1.2734	3.22774	0	0	1	3.22939	1e+08
	0.789348	4.36992e-06	1.27232	3.22761	0	0	1	3.2295	1e+08
	0.839929	5.36111e-06	1.27109	3.22745	0	0	1	3.22963	1e+08
	0.874953	6.13957e-06	1.27023	3.22733	0	0	1	3.22973	1e+08
	0.915926	7.15213e-06	1.26922	3.22718	0	0	1	3.22985	1e+08
	0.955889	8.25108e-06	1.26822	3.22702	0	0	1	3.22998	1e+08
	1.00142	9.64349e-06	1.26707	3.22683	0	0	1	3.23014	1e+08
	1.03332	1.07114e-05	1.26626	3.22669	0	0	1	3.23026	1e+08
	1.07103	1.20744e-05	1.26529	3.22652	0	0	1	3.2304	1e+08
	1.10819	1.35269e-05	1.26433	3.22634	0	0	1	3.23055	1e+08
	1.14491	1.50697e-05	1.26336	3.22615	0	0	1	3.23071	1e+08
	1.18729	1.69848e-05	1.26224	3.22593	0	0	1	3.2309	1e+08
	1.21731	1.84291e-05	1.26144	3.22576	0	0	1	3.23104	1e+08
