0.053285	0	0
0.05391	-30.1899	-0.0513399
0.054276	-30.3786	-0.0660661
0.054615	-30.534	-0.0496458
0.054974	-30.7083	-0.0379213
0.055405	-30.8742	-0.0282482
0.055893	-31.0214	-0.0206303
0.056476	-31.155	-0.0127716
0.056911	-31.2636	-0.00258146
0.057482	-31.3797	0.00379347
0.057863	-31.4595	0.00282112
0.058238	-31.5467	0.0220412
0.05907	-15.2618	0.100399
0.059831	-18.8408	0.0154778
0.060633	-18.6852	0.0318547
0.061325	-18.5989	0.0337204
0.062133	-18.4	0.0470258
0.062944	-18.2571	0.0445174
0.063722	-18.2923	0.0448001
0.064522	-17.9594	0.0458076
0.065167	-17.8076	0.0349247
0.065778	-17.6568	0.0394746
0.066249	-17.7001	0.0442325
0.067129	-17.5047	0.0434082
0.067958	-17.3444	0.0302144
0.06894	-17.1779	0.0339938
0.070066	-17.0052	0.0259036
0.070996	-16.8089	0.0156241
0.072032	-16.6355	0.00501615
0.073126	-16.4609	-0.00975691
0.073893	-16.2448	0.00143206
0.074733	-16.0638	-0.00409918
0.075666	-15.8849	0.00262355
0.076705	-15.6868	0.00540183
0.077686	-15.6571	-0.00303547
0.078657	-15.4387	-0.010753
0.079758	-15.2255	-0.0199374
0.080649	-15.065	-0.0349918
0.081498	-14.875	-0.0361974
0.082495	-14.6569	-0.0330039
0.083555	-14.4599	-0.0508261
0.084607	-14.2501	-0.0495439
0.085627	-14.0617	-0.0270809
0.086536	-13.827	-0.0197312
0.087433	-13.6257	-0.0138994
0.088373	-13.4315	0.00323249
0.089144	-13.3792	-0.010769
0.090417	-13.1376	-0.00093206
0.091161	-12.9329	0.00575884
0.092125	-12.7215	-0.00303694
0.093466	-12.5235	-0.011006
0.094493	-12.2946	-0.00713873
0.095538	-12.0797	0.00504229
0.096576	-11.892	0.00552131
0.097483	-11.6458	0.0136484
0.098545	-11.4359	0.0156223
0.099656	-11.2226	0.0148951
0.100821	-11.0007	0.0212004
0.101962	-10.948	0.00973414
0.102785	-10.7089	0.0029967
0.103956	-10.5096	0.00503051
0.105284	-10.2953	0.00179455
0.106257	-9.97911	-0.00418744
0.107033	-9.7663	-0.00743109
0.10794	-9.67752	-0.0243995
0.108845	-9.47418	-0.0135867
0.109848	-9.26444	-0.0219991
0.110928	-9.06834	-0.0248825
0.111664	-8.8828	-0.0237182
0.112648	-8.64705	-0.0315103
0.113605	-8.45797	-0.0253851
0.114677	-8.24988	-0.0406185
0.115922	-8.03383	-0.0442543
0.116938	-7.86554	-0.0452864
0.11793	-7.66663	-0.039066
0.118928	-7.45031	-0.0370616
0.11994	-7.30159	-0.0273028
0.121048	-7.08289	-0.0146552
0.121965	-6.89562	-0.0167302
0.122861	-6.70106	-0.00351005
0.123817	-6.60407	0.00556174
0.124713	-6.42685	0.0162617
0.125939	-6.22215	0.0179617
0.126721	-6.03519	0.0236205
0.127739	-5.89018	0.0304219
0.12878	-5.67272	0.0349591
0.129924	-5.50069	0.0426328
0.130897	-5.3183	0.0448983
0.131678	-5.14475	0.0534743
0.13237	-4.995	0.0601973
0.133523	-4.8156	0.0650604
0.134496	-4.63352	0.0659717
0.135691	-4.44885	0.0693095
0.136747	-4.30889	0.0504473
0.137711	-4.12071	0.0441345
0.138767	-3.94903	0.0379534
0.139913	-3.78979	0.0415712
0.140921	-3.62868	0.0304164
0.141932	-3.47114	0.0306895
0.142558	-3.40729	0.0113136
0.143538	-3.25838	-0.00245434
0.144587	-3.11092	-0.0187674
0.146133	-2.99264	-0.0476299
0.146774	-2.83477	-0.0515236
0.147769	-2.68258	-0.0486117
0.148869	-2.51463	-0.0517963
0.150076	-2.40227	-0.0447661
0.151385	-2.26666	-0.0484568
0.152392	-2.13203	-0.0485928
0.153405	-2.01305	-0.0401798
0.154286	-1.86888	-0.04564
0.155337	-1.73678	-0.0462089
0.156299	-1.61044	-0.029761
0.157272	-1.47772	-0.0263457
0.158125	-1.36406	-0.0211853
0.159083	-1.23439	-0.014899
0.160321	-1.10956	0.0034324
0.161254	-1.06197	-0.00101621
0.161855	-0.966499	0.00104021
0.163036	-0.839052	0.0212796
0.163979	-0.752445	0.0250375
0.164615	-0.66507	0.0183138
0.16559	-0.550847	0.0152873
0.166594	-0.488769	0.0144873
0.167523	-0.358457	0.032443
0.16859	-0.259416	0.0310273
0.169646	-0.166926	0.018873
0.170729	-0.0909309	0.0180983
0.171749	7.69817e-05	0.0150155
0.172676	0.0863168	0.00935538
0.173617	0.163094	-0.000995177
0.17466	0.224829	-0.00896784
0.175881	0.334409	-0.0114361
0.176995	0.402628	-0.0186877
0.177981	0.470086	-0.0137732
0.178779	0.536883	-0.00969538
0.17986	0.603892	-0.0127359
0.180803	0.610433	-0.0165332
0.182403	0.680322	-0.0200356
0.182897	0.786485	-0.018691
0.183961	0.833189	-0.0212035
0.184826	0.838936	-0.0164603
0.185738	0.904205	-0.0227767
0.186401	0.947887	-0.0173448
0.187368	1.009	-0.00909153
0.188397	4.24916	0.0603151
0.189412	4.34712	0.0562311
